fips,name,population,population18To34,population18To34_me,population18To34_p,population18To34_pme,white,white_me,white_p,white_pme,minority,minority_me,minority_p,minority_pme,neverMarried,neverMarried_me,neverMarried_p,neverMarried_pme,liveAlone,liveAlone_me,liveAlone_p,liveAlone_pme,educationBachelor,educationBachelor_me,educationBachelor_p,educationBachelor_pme,civilian,veteran,veteran_me,veteran_p,veteran_pme,foreignBorn,foreignBorn_me,foreignBorn_p,foreignBorn_pme,otherLanguage,otherLanguage_me,otherLanguage_p,otherLanguage_pme,medianEarnings,medianEarnings_me,povertyUniverse,poverty,poverty_me,poverty_p,poverty_pme,employed,employed_me,employed_p,employed_pme,commuter,droveToWork,droveToWork_me,droveToWork_p,droveToWork_pme,liveWithParent,liveWithParent_me,liveWithParent_p,liveWithParent_pme
12900,"Batesville, AR",36786,7765,124,21.109,0.33708,6545,25,84.29,1.34,1225,124,15.78,1.35,3880,272,49.97,3.37,375,156,4.83,1.98,630,165,8.11,2.1,7750,195,106,2.52,1.36,615,107,7.92,1.35,565,155,7.28,1.99,23585,,7310,2485,337,33.99,4.57,5320,310,68.51,3.86,5150,4790,289,93.01,2.89,1630,302,20.99,3.84
12940,"Baton Rouge, LA",808816,213345,407,26.377,0.05032,115590,246,54.18,0.16,97755,482,45.82,0.16,145335,1607,68.12,0.75,17255,1066,8.09,0.5,46475,1732,21.78,0.82,212960,5355,582,2.51,0.28,10665,930,5,0.44,17500,913,8.2,0.43,35235,,202535,45630,2136,22.53,1.03,144370,1746,67.67,0.8,141585,132050,1899,93.27,0.58,61685,1929,28.91,0.91
12980,"Battle Creek, MI",135534,28350,100,20.917,0.07378,21860,34,77.11,0.28,6490,101,22.89,0.28,18815,581,66.37,2.08,2360,286,8.32,1.01,3710,356,13.09,1.25,28230,675,203,2.39,0.72,1505,221,5.31,0.78,2260,273,7.97,0.96,28973,,26945,6590,447,24.46,1.69,18140,543,63.99,1.88,17885,16025,650,89.6,1.67,8615,573,30.39,2.02
13020,"Bay City, MI",107312,21375,122,19.919,0.11369,19070,16,89.22,0.51,2305,122,10.78,0.51,14320,480,66.99,2.23,1260,228,5.89,1.07,3150,366,14.74,1.71,21310,530,176,2.49,0.82,285,101,1.33,0.47,735,171,3.44,0.8,31283,,21220,4490,474,21.16,2.23,14895,466,69.68,2.19,14600,13830,479,94.73,1.59,6950,565,32.51,2.63
13060,"Bay City, TX",36639,7690,145,20.989,0.39575,2835,27,36.87,0.7,4855,146,63.13,0.71,4590,412,59.69,5.13,365,147,4.75,1.92,645,198,8.39,2.58,7690,235,113,3.06,1.48,1085,322,14.11,4.18,2840,321,36.93,4.22,27584,,7580,1410,348,18.6,4.6,4900,370,63.72,4.55,4695,4490,383,95.63,2.86,3415,411,44.41,5.25
13100,"Beatrice, NE",22055,3835,55,17.388,0.24938,3585,17,93.48,1.34,250,55,6.52,1.34,1945,216,50.72,5.65,305,97,7.95,2.55,585,118,15.25,3.08,3830,195,70,5.09,1.82,50,35,1.3,0.91,205,63,5.35,1.62,31804,,3765,555,151,14.74,4,2980,131,77.71,3.32,2935,2780,131,94.72,2.09,1055,213,27.51,5.54
13140,"Beaumont-Port Arthur, TX",403814,94040,295,23.288,0.07305,49400,70,52.53,0.19,44640,315,47.47,0.19,56885,1241,60.49,1.35,6515,617,6.93,0.66,10935,864,11.63,0.92,93910,2730,382,2.91,0.41,10125,627,10.77,0.67,17355,744,18.45,0.8,31286,,86655,18280,983,21.1,1.15,56775,966,60.37,1.02,55920,53225,1070,95.18,0.77,29255,1221,31.11,1.31
13180,"Beaver Dam, WI",88598,18115,160,20.446,0.18059,15480,22,85.45,0.76,2635,160,14.55,0.76,11540,409,63.7,2.14,910,169,5.02,0.95,2495,268,13.77,1.5,18110,385,98,2.13,0.54,625,164,3.45,0.91,1265,153,6.98,0.86,32665,,15995,1630,267,10.19,1.67,12000,430,66.24,2.35,11820,10930,458,92.47,1.52,5930,405,32.74,2.27
13220,"Beckley, WV",124882,25205,198,20.183,0.15855,21510,63,85.34,0.75,3695,217,14.66,0.75,14025,536,55.64,2.12,1315,281,5.22,1.12,3410,422,13.53,1.68,25190,995,228,3.95,0.9,650,184,2.58,0.73,1515,295,6.01,1.17,30913,,22450,5535,511,24.65,2.25,14160,626,56.18,2.45,13890,12725,643,91.61,1.79,7105,625,28.19,2.5
13260,"Bedford, IN",46053,8540,128,18.544,0.27794,8040,18,94.15,1.43,495,127,5.8,1.4,4010,365,46.96,4.23,390,135,4.57,1.58,1000,214,11.71,2.5,8505,195,95,2.29,1.11,225,93,2.63,1.06,365,146,4.27,1.68,28191,,8445,2035,374,24.1,4.41,5640,283,66.04,3.26,5585,5310,312,95.08,1.85,2380,344,27.87,3.97
13300,"Beeville, TX",32281,9020,127,27.942,0.39342,2700,27,29.93,0.42,6325,130,70.12,0.47,5990,404,66.41,4.29,450,170,4.99,1.89,175,102,1.94,1.13,9020,170,87,1.88,0.97,520,158,5.76,1.73,3285,344,36.42,3.77,33166,,5730,1240,311,21.64,5.15,3770,350,41.8,3.89,3625,3400,331,93.79,3.31,1670,338,18.51,3.77
13340,"Bellefontaine, OH",45678,8610,91,18.849,0.19922,8025,20,93.21,1,585,90,6.79,0.98,4470,342,51.92,3.96,510,154,5.92,1.79,1010,242,11.73,2.79,8600,165,72,1.92,0.83,120,57,1.39,0.66,580,236,6.74,2.73,30327,,8590,2060,360,23.98,4.21,5755,260,66.84,3.02,5470,5080,315,92.87,2.46,2350,249,27.29,2.87
13380,"Bellingham, WA",203211,55985,186,27.55,0.09153,43740,90,78.13,0.3,12245,206,21.87,0.31,39265,843,70.13,1.48,3900,511,6.97,0.91,9720,679,17.36,1.2,55765,1185,291,2.12,0.52,5455,658,9.74,1.17,7015,772,12.53,1.39,32663,,52180,15295,946,29.31,1.76,36610,980,65.39,1.73,35960,28480,1071,79.2,2.14,11700,776,20.9,1.4
13420,"Bemidji, MN",45021,11970,83,26.588,0.18436,8760,18,73.18,0.51,3210,82,26.82,0.5,8550,323,71.43,2.68,665,180,5.56,1.51,1580,237,13.2,1.98,11965,245,108,2.05,0.9,280,174,2.34,1.45,590,207,4.93,1.73,27191,,10620,3315,387,31.21,3.33,7580,331,63.32,2.68,7425,6255,325,84.24,2.26,2760,361,23.06,2.99
13460,"Bend-Redmond, OR",160565,31665,138,19.721,0.08595,26660,100,84.19,0.49,5010,172,15.82,0.49,18645,851,58.88,2.66,1745,318,5.51,1.01,5345,523,16.88,1.65,31535,605,195,1.92,0.62,1565,288,4.94,0.9,2625,451,8.29,1.42,31475,,31475,6400,748,20.33,2.36,21610,733,68.25,2.31,21060,18210,811,86.47,2.3,7250,852,22.9,2.69
13500,"Bennettsville, SC",28542,6380,91,22.353,0.31883,2115,23,33.15,0.67,4265,100,66.85,0.68,5110,244,80.09,3.41,230,123,3.61,1.92,330,102,5.17,1.59,6380,135,78,2.12,1.22,150,49,2.35,0.75,260,78,4.08,1.18,22964,,4850,1810,297,37.32,5.91,2545,245,39.89,3.92,2525,2480,246,98.22,1.63,1835,279,28.76,4.39
13540,"Bennington, VT",36871,6725,61,18.239,0.16544,6270,38,93.23,0.94,455,65,6.77,0.92,4670,346,69.44,5.13,470,135,6.99,2.01,1055,198,15.69,2.93,6715,130,87,1.94,1.29,145,50,2.16,0.75,285,100,4.24,1.48,30939,,5940,1185,207,19.95,3.35,4500,268,66.91,3.9,4340,3505,273,80.76,3.64,1935,277,28.77,4.15
13620,"Berlin, NH-VT",38796,6215,82,16.02,0.21136,5930,21,95.41,1.29,285,83,4.59,1.28,3720,226,59.86,3.74,475,120,7.64,1.94,890,151,14.32,2.4,6215,260,112,4.18,1.8,110,75,1.77,1.2,310,91,4.99,1.45,34117,,5940,1025,135,17.26,2.25,4170,196,67.1,3.04,4085,3760,181,92.04,2.11,1595,200,25.66,3.23
13660,"Big Rapids, MI",43007,13330,68,30.995,0.15811,11745,22,88.11,0.45,1590,67,11.93,0.44,10690,282,80.2,2.09,825,241,6.19,1.81,1460,269,10.95,2.01,13330,290,161,2.18,1.2,465,227,3.49,1.7,950,260,7.13,1.94,29506,,10245,4505,428,43.97,3.62,6900,335,51.76,2.56,6830,5675,334,83.09,2.71,2570,373,19.28,2.79
13700,"Big Spring, TX",36473,8910,241,24.429,0.66076,4185,70,46.97,1.49,4730,248,53.09,1.46,5125,388,57.52,3.57,210,93,2.36,1.05,690,161,7.74,1.81,8910,405,144,4.55,1.6,1415,274,15.88,2.9,3010,257,33.78,2.47,30882,,6565,1190,223,18.13,3.45,4600,335,51.63,3.64,4445,4240,362,95.39,2.61,2120,308,23.79,3.54
13720,"Big Stone Gap, VA",60901,13875,335,22.783,0.55007,12060,237,86.92,1.53,1815,240,13.08,1.52,8555,522,61.66,3.17,750,172,5.41,1.24,1630,356,11.75,2.55,13850,390,172,2.82,1.24,395,175,2.85,1.24,665,199,4.79,1.41,27495,,12060,3275,396,27.16,3.08,7425,551,53.51,3.67,7140,6730,500,94.26,1.98,4165,462,30.02,3.42
13740,"Billings, MT",160991,35090,190,21.796,0.11802,30150,68,85.92,0.44,4940,177,14.08,0.44,21370,643,60.9,1.8,3065,389,8.73,1.1,7415,562,21.13,1.58,34985,985,255,2.82,0.73,690,210,1.97,0.6,1550,310,4.42,0.88,31689,,33750,6275,619,18.59,1.84,26940,523,76.77,1.42,26625,24140,609,90.67,1.32,7450,524,21.23,1.48
13780,"Binghamton, NY",250087,58510,109,23.396,0.04358,47145,80,80.58,0.2,11365,135,19.42,0.2,42420,647,72.5,1.11,4275,476,7.31,0.82,11525,750,19.7,1.27,58480,1365,262,2.33,0.45,4595,400,7.85,0.68,6700,432,11.45,0.74,31610,,51850,12945,981,24.97,1.88,35480,750,60.64,1.28,34675,29410,726,84.82,1.38,16625,1068,28.41,1.82
13820,"Birmingham-Hoover, AL",1132182,256435,440,22.65,0.03886,151640,195,59.13,0.12,104795,460,40.87,0.12,155450,1843,60.62,0.71,20645,994,8.05,0.39,59080,1840,23.04,0.7,255895,5650,561,2.21,0.22,18210,677,7.1,0.26,22635,828,8.83,0.32,33137,,246495,48575,1850,19.71,0.75,167355,1674,65.26,0.62,164695,156450,1945,94.99,0.47,78950,1774,30.79,0.69
13900,"Bismarck, ND",117878,28555,229,24.224,0.19427,24385,51,85.4,0.67,4170,225,14.6,0.67,17550,619,61.46,2.1,2525,372,8.84,1.31,6960,554,24.37,1.94,28340,840,196,2.96,0.69,435,145,1.52,0.51,1125,190,3.94,0.66,34681,,26845,3590,460,13.37,1.71,23105,477,80.91,1.52,22795,21530,543,94.45,1.12,5105,463,17.88,1.6
13940,"Blackfoot, ID",45485,9565,56,21.029,0.12312,6760,24,70.67,0.42,2805,57,29.33,0.42,4140,383,43.28,4,245,100,2.56,1.05,1050,210,10.98,2.18,9565,215,82,2.25,0.86,1055,200,11.03,2.08,1795,169,18.77,1.76,29848,,9420,1645,286,17.46,3.01,6340,294,66.28,3.05,6110,5665,311,92.72,2.19,3015,268,31.52,2.82
13980,"Blacksburg-Christiansburg-Radford, VA",178865,62960,303,35.2,0.1694,52395,235,83.22,0.56,10565,389,16.78,0.56,48565,738,77.14,1.15,4820,515,7.66,0.82,13455,742,21.37,1.19,62780,1005,310,1.6,0.49,5870,653,9.32,1.03,6995,801,11.11,1.26,30670,,50455,21710,1132,43.03,1.97,33355,1156,52.98,1.84,32415,26250,1094,80.98,1.91,7655,665,12.16,1.06
14010,"Bloomington, IL",187751,56640,69,30.168,0.03675,45215,69,79.83,0.15,11425,93,20.17,0.15,40625,654,71.72,1.15,5225,490,9.22,0.87,14720,729,25.99,1.28,56510,1220,235,2.16,0.42,4350,329,7.68,0.58,5605,472,9.9,0.83,34002,,49460,14225,916,28.76,1.81,39130,972,69.09,1.71,38475,32250,1091,83.82,1.56,10145,833,17.91,1.47
14020,"Bloomington, IN",161101,64100,172,39.789,0.10677,52920,107,82.56,0.28,11185,205,17.45,0.28,50565,774,78.88,1.21,6685,581,10.43,0.91,15495,736,24.17,1.16,64080,945,238,1.47,0.37,6520,478,10.17,0.75,7950,530,12.4,0.83,29995,,50485,23155,1083,45.87,1.75,34665,1117,54.08,1.72,33395,24220,825,72.53,2.1,6340,670,9.89,1.04
14100,"Bloomsburg-Berwick, PA",85400,21130,211,24.742,0.24707,19190,24,90.82,0.91,1940,211,9.18,0.91,15430,404,73.02,1.76,1115,199,5.28,0.94,3255,294,15.4,1.38,21120,475,132,2.25,0.63,820,224,3.88,1.04,1175,250,5.56,1.16,31810,,17800,5485,653,30.81,3.35,12165,544,57.57,2.59,12005,10325,518,86.01,2.35,4950,439,23.43,2.07
14140,"Bluefield, WV-VA",106925,21325,234,19.944,0.21884,19300,28,90.5,0.99,2025,235,9.5,1,11530,533,54.07,2.45,1270,284,5.96,1.33,2930,403,13.74,1.92,21305,445,148,2.09,0.69,405,151,1.9,0.71,830,244,3.89,1.14,29055,,20095,5225,618,26,3.05,12220,652,57.3,3.06,11970,11140,680,93.07,1.93,6350,580,29.78,2.66
14180,"Blytheville, AR",45912,10235,112,22.293,0.24394,5625,25,54.96,0.6,4610,112,45.04,0.6,5785,376,56.52,3.67,690,194,6.74,1.88,790,242,7.72,2.34,10235,170,96,1.66,0.94,295,132,2.88,1.29,535,147,5.23,1.42,31301,,9940,2815,424,28.32,4.31,5520,470,53.93,4.5,5360,5010,436,93.47,2.47,3225,374,31.51,3.66
14220,"Bogalusa, LA",46935,9665,127,20.592,0.27059,6040,25,62.49,0.82,3625,127,37.51,0.83,5750,435,59.49,4.41,935,285,9.67,2.95,690,170,7.14,1.74,9610,295,109,3.07,1.15,220,109,2.28,1.11,705,192,7.29,1.93,28049,,9195,2515,397,27.35,4.2,5160,350,53.39,3.6,5025,4695,321,93.43,2.62,3280,420,33.94,4.38
14260,"Boise City, ID",628966,145630,328,23.154,0.05215,112810,173,77.46,0.24,32820,409,22.54,0.24,78025,1796,53.58,1.23,9410,825,6.46,0.57,29475,1388,20.24,0.94,145125,3975,577,2.74,0.4,13395,939,9.2,0.64,20710,1116,14.22,0.76,31141,,140605,29645,1483,21.08,1.03,98485,1384,67.63,0.92,97025,85745,1607,88.37,0.96,31850,1217,21.87,0.84
14340,"Boone, IA",26310,5115,80,19.441,0.30407,4870,18,95.21,1.49,245,80,4.79,1.49,2950,227,57.67,4.27,505,140,9.87,2.77,885,198,17.3,3.83,5085,85,70,1.67,1.39,10,13,0.2,0.26,160,78,3.13,1.49,35408,,5080,775,217,15.26,4.24,3845,195,75.17,3.93,3785,3520,220,93,3.37,1355,219,26.49,4.25
14380,"Boone, NC",51557,21640,94,41.973,0.18232,18800,339,86.88,1.63,2840,355,13.12,1.63,18525,430,85.61,1.92,2025,376,9.36,1.73,3610,386,16.68,1.8,21615,285,158,1.32,0.73,800,160,3.7,0.74,1160,187,5.36,0.85,29211,,16535,9910,642,59.93,3.33,12260,758,56.65,3.44,11455,9390,758,81.97,3.29,1375,355,6.35,1.64
14420,"Borger, TX",21986,4455,53,20.263,0.24106,3025,24,67.9,0.8,1430,56,32.1,0.88,2390,218,53.65,4.78,180,80,4.04,1.8,285,97,6.4,2.16,4445,145,83,3.26,1.87,390,120,8.75,2.72,855,123,19.19,2.76,31805,,4320,910,205,21.06,4.66,2855,231,64.09,5.29,2810,2680,259,95.37,3.56,1515,285,34.01,6.42
14460,"Boston-Cambridge-Newton, MA-NH",4604278,1118375,336,24.29,0.0073,754980,835,67.51,0.08,363400,928,32.49,0.08,828330,3537,74.07,0.32,81275,1782,7.27,0.16,435145,4087,38.91,0.37,1115680,15110,910,1.35,0.08,227800,3125,20.37,0.28,314915,3494,28.16,0.31,44548,,1014085,142925,3189,14.09,0.31,790540,4034,70.69,0.36,775680,525035,4129,67.69,0.4,332410,3333,29.72,0.3
14500,"Boulder, CO",301072,84785,127,28.161,0.04218,64775,118,76.4,0.18,20010,172,23.6,0.18,63275,991,74.63,1.15,8180,616,9.65,0.72,30250,981,35.68,1.16,84665,1090,223,1.29,0.27,10305,681,12.15,0.8,15105,766,17.82,0.9,36319,,77145,22590,1091,29.28,1.37,58035,974,68.45,1.16,56640,39495,970,69.73,1.26,12965,915,15.29,1.08
14540,"Bowling Green, KY",160455,44050,133,27.453,0.08289,36055,132,81.85,0.4,7995,196,18.15,0.4,28290,790,64.22,1.8,3955,474,8.98,1.07,8110,596,18.41,1.35,43965,815,208,1.85,0.47,3600,326,8.17,0.73,4540,384,10.31,0.86,30813,,38965,10990,757,28.2,1.91,28705,700,65.16,1.63,27930,25930,766,92.84,1.41,8505,615,19.31,1.4
14580,"Bozeman, MT",91499,30075,154,32.869,0.16831,27405,34,91.12,0.48,2670,157,8.88,0.48,21035,578,69.94,1.88,2890,392,9.61,1.3,8515,490,28.31,1.65,30035,855,251,2.85,0.83,1065,251,3.54,0.84,1455,275,4.84,0.91,31928,,26610,7100,580,26.68,2.09,21955,556,73,1.77,21470,17385,630,80.97,1.98,2145,356,7.13,1.18
14620,"Bradford, PA",43294,8810,141,20.349,0.32568,7850,19,89.1,1.43,960,142,10.9,1.44,5990,242,67.99,2.72,540,128,6.13,1.46,1070,183,12.15,2.11,8770,275,98,3.14,1.12,250,93,2.84,1.05,540,119,6.13,1.32,29175,,7425,1850,223,24.92,2.99,5005,254,56.81,2.99,4955,4370,269,88.19,2.82,2420,236,27.47,2.69
14660,"Brainerd, MN",91227,16210,92,17.769,0.10085,14540,14,89.7,0.52,1670,92,10.3,0.51,9495,429,58.57,2.57,1255,218,7.74,1.35,2125,240,13.11,1.49,16150,345,99,2.14,0.61,335,91,2.07,0.56,535,122,3.3,0.75,30846,,16075,3660,361,22.77,2.25,12110,365,74.71,2.18,11915,10790,382,90.56,1.64,2960,508,18.26,3.12
14700,"Branson, MO",84229,15610,224,18.533,0.26594,13725,191,87.92,1.88,1880,310,12.04,1.86,9005,507,57.69,3.13,800,230,5.12,1.47,2050,376,13.13,2.43,15545,445,168,2.86,1.08,985,384,6.31,2.43,1205,380,7.72,2.4,25575,,14430,3315,510,22.97,3.42,10970,553,70.28,3.32,10810,9915,559,91.72,2.37,3955,479,25.34,3.06
14720,"Breckenridge, CO",28091,8490,299,30.223,1.0644,6375,157,75.09,2.8,2115,299,24.91,2.8,5820,513,68.55,5.54,510,198,6.01,2.37,3325,485,39.16,5.36,8490,45,46,0.53,0.54,1610,391,18.96,4.26,1880,347,22.14,3.67,33073,,8460,1740,545,20.57,6.37,6990,426,82.33,3.96,6945,4860,540,69.98,6.51,980,366,11.54,4.28
14740,"Bremerton-Silverdale, WA",252687,58895,78,23.307,0.03087,42920,70,72.88,0.15,15975,105,27.12,0.15,33890,884,57.54,1.5,4005,516,6.8,0.88,8840,721,15.01,1.22,49550,3550,408,7.16,0.81,3780,495,6.42,0.84,5540,558,9.41,0.94,32049,,54300,8305,926,15.29,1.7,31645,1136,53.73,1.93,40220,31620,1125,78.62,2.18,15240,846,25.88,1.44
14780,"Brenham, TX",33863,7070,171,20.878,0.50498,3855,27,54.53,1.32,3210,172,45.4,1.34,4930,358,69.73,5.22,335,122,4.74,1.74,925,214,13.08,3.07,7070,195,108,2.76,1.52,760,181,10.75,2.44,1285,161,18.18,2.09,24128,,5895,1065,288,18.07,4.71,4055,387,57.36,5.1,3920,3690,370,94.13,3.61,2155,444,30.48,6.3
14820,"Brevard, NC",32894,5585,164,16.979,0.49857,4695,130,84.06,3.34,890,206,15.94,3.33,3570,349,63.92,5.71,540,232,9.67,4.11,585,195,10.47,3.49,5585,40,48,0.72,0.85,245,153,4.39,2.69,420,189,7.52,3.33,28717,,5000,1000,267,20,5.13,3820,375,68.4,6.1,3670,3430,393,93.46,3.09,1525,303,27.31,5.37
14860,"Bridgeport-Stamford-Norwalk, CT",926233,183185,51,19.777,0.00551,96200,344,52.52,0.19,86980,348,47.48,0.19,129960,1409,70.94,0.77,10145,676,5.54,0.37,58320,1632,31.84,0.89,183060,1625,305,0.89,0.17,51385,1718,28.05,0.94,70360,1607,38.41,0.88,42757,,174745,22560,1324,12.91,0.76,125860,1624,68.71,0.89,123040,100420,1716,81.62,0.92,70015,1621,38.22,0.88
15020,"Brookhaven, MS",34870,7120,45,20.419,0.12905,4575,26,64.26,0.41,2545,45,35.74,0.42,3955,374,55.55,5.26,165,96,2.32,1.34,1005,247,14.12,3.47,7120,220,147,3.09,2.06,30,27,0.42,0.38,80,55,1.12,0.77,30630,,7005,1930,363,27.55,5.19,4100,361,57.58,5.11,3935,3810,400,96.82,2.72,2425,436,34.06,6.11
15060,"Brookings, OR",22361,3100,143,13.863,0.63951,2460,22,79.35,3.66,640,143,20.65,3.66,1830,232,59.03,6.66,295,131,9.52,4.15,185,93,5.97,3.01,3060,240,143,7.84,4.76,50,48,1.61,1.51,220,105,7.1,3.32,26958,,3075,725,189,23.58,5.6,1955,231,63.06,6.81,1970,1825,206,92.64,5.07,660,193,21.29,6.23
15100,"Brookings, SD",32295,13810,190,42.762,0.58833,12450,24,90.15,1.31,1355,199,9.81,1.31,10765,437,77.95,3.01,1535,224,11.12,1.64,2630,345,19.04,2.49,13805,325,154,2.35,1.11,695,132,5.03,0.93,1025,189,7.42,1.32,30243,,10495,3715,443,35.4,4.01,9670,493,70.02,3.47,9385,7745,518,82.53,3.42,905,238,6.55,1.73
15180,"Brownsville-Harlingen, TX",410710,93525,89,22.772,0.02167,5660,53,6.05,0.06,87860,106,93.94,0.06,55145,1146,58.96,1.21,2215,325,2.37,0.35,9200,825,9.84,0.88,93345,1740,401,1.86,0.43,21685,1039,23.19,1.11,71315,1191,76.25,1.26,24773,,92300,30955,1751,33.54,1.9,49890,1324,53.34,1.42,48965,45635,1306,93.2,0.92,43275,1257,46.27,1.34
15220,"Brownwood, TX",37942,7880,117,20.769,0.30837,5255,19,66.69,1.05,2620,120,33.25,1.04,4160,353,52.79,4.44,300,143,3.81,1.82,865,164,10.98,2.09,7860,175,79,2.23,1,470,146,5.96,1.85,795,202,10.09,2.57,24799,,6905,1665,293,24.11,4.23,4530,287,57.49,3.6,4500,4310,270,95.78,1.91,1690,334,21.45,4.26
15260,"Brunswick, GA",112831,23035,367,20.415,0.32527,13810,198,59.95,0.94,9230,323,40.07,0.93,14000,735,60.78,3.12,1015,258,4.41,1.13,3165,524,13.74,2.25,22965,585,175,2.55,0.76,1725,261,7.49,1.15,2435,279,10.57,1.18,30117,,22480,5570,642,24.78,2.83,14020,656,60.86,2.59,13635,12500,563,91.68,2.07,7925,789,34.4,3.43
15340,"Bucyrus, OH",43348,7925,64,18.282,0.14764,7600,31,95.9,0.88,325,72,4.1,0.88,4455,324,56.21,4.13,445,139,5.62,1.75,760,148,9.59,1.86,7910,165,75,2.09,0.94,55,54,0.69,0.67,115,65,1.45,0.81,30253,,7815,1800,302,23.03,3.84,4770,322,60.19,4,4670,4505,306,96.47,1.75,2390,322,30.16,4.1
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",1134695,253490,152,22.34,0.0134,187995,185,74.16,0.08,65490,233,25.84,0.09,190775,1959,75.26,0.77,21325,937,8.41,0.37,69770,2002,27.52,0.79,252990,5385,540,2.13,0.22,18825,976,7.43,0.39,29385,1199,11.59,0.47,34344,,237170,45510,1590,19.19,0.66,174445,1527,68.82,0.59,171265,150220,1431,87.71,0.55,87990,1975,34.71,0.78
15420,"Burley, ID",43158,8985,93,20.819,0.21549,5355,20,59.6,0.67,3625,92,40.35,0.63,4160,345,46.3,3.69,285,104,3.17,1.15,830,165,9.24,1.85,8985,230,99,2.56,1.1,1710,221,19.03,2.45,2895,219,32.22,2.41,26451,,8860,1490,254,16.82,2.86,6180,275,68.78,2.87,5970,5745,314,96.23,1.25,2950,282,32.83,3.05
15460,"Burlington, IA-IL",47487,8915,105,18.774,0.22111,7755,40,86.99,1.14,1160,112,13.01,1.12,5215,357,58.5,3.8,545,147,6.11,1.65,1280,195,14.36,2.23,8900,450,151,5.06,1.7,240,100,2.69,1.11,325,117,3.65,1.29,30055,,8735,1485,249,17,2.81,6505,268,72.97,2.78,6435,6140,280,95.42,1.44,2405,288,26.98,3.23
15500,"Burlington, NC",152472,33335,161,21.863,0.10559,20985,38,62.95,0.32,12350,164,37.05,0.32,21215,618,63.64,1.9,2305,390,6.91,1.17,5580,528,16.74,1.55,33335,960,227,2.88,0.68,4735,350,14.2,1.03,5865,275,17.59,0.79,27612,,30550,7625,783,24.96,2.57,21360,645,64.08,1.91,21000,19730,617,93.95,1.27,8980,696,26.94,2.11
15540,"Burlington-South Burlington, VT",212640,56185,188,26.423,0.08841,50615,48,90.09,0.32,5575,195,9.92,0.31,42040,735,74.82,1.32,3780,349,6.73,0.63,16905,751,30.09,1.34,56110,660,182,1.18,0.32,3455,342,6.15,0.61,4330,364,7.71,0.64,35524,,48115,9860,635,20.49,1.31,39765,755,70.78,1.32,38520,30065,798,78.05,1.42,11620,672,20.68,1.2
15580,"Butte-Silver Bow, MT",34322,7610,159,22.172,0.46326,6965,21,91.52,1.91,645,158,8.48,1.9,5525,338,72.6,4.3,885,192,11.63,2.48,1220,201,16.03,2.63,7600,310,144,4.08,1.87,295,197,3.88,2.57,550,257,7.23,3.34,29079,,7225,1850,346,25.61,4.73,5415,305,71.16,3.83,5255,4755,351,90.49,3.26,2025,379,26.61,4.83
15620,"Cadillac, MI",47630,8755,79,18.381,0.16586,8315,22,94.97,0.86,440,80,5.03,0.87,4910,277,56.08,3.11,425,93,4.85,1.06,1050,152,11.99,1.75,8745,235,104,2.69,1.19,145,34,1.66,0.39,375,86,4.28,0.98,28987,,8690,2025,261,23.3,2.96,5680,247,64.88,2.77,5575,5230,239,93.81,1.39,2730,258,31.18,2.98
15660,"Calhoun, GA",55409,11990,116,21.639,0.20935,8795,31,73.35,0.71,3195,117,26.65,0.71,6400,525,53.38,4.3,495,190,4.13,1.59,960,281,8.01,2.35,11965,270,140,2.26,1.17,2300,334,19.18,2.79,2795,285,23.31,2.36,27182,,11785,2725,467,23.12,3.97,7145,412,59.59,3.35,7050,6525,441,92.55,2.92,3570,434,29.77,3.59
15680,"California-Lexington Park, MD",107079,24620,134,22.992,0.12514,18300,11,74.33,0.41,6320,134,25.67,0.41,14390,611,58.45,2.48,1075,236,4.37,0.96,5450,549,22.14,2.22,23150,1655,333,7.15,1.45,1155,286,4.69,1.15,1670,343,6.78,1.4,43782,,22765,2175,462,9.55,2.01,16620,536,67.51,2.18,17725,16320,572,92.07,2.02,6810,655,27.66,2.65
15700,"Cambridge, MD",32617,6190,77,18.978,0.23607,3685,26,59.53,0.74,2505,78,40.47,0.75,4225,208,68.26,3.51,415,129,6.7,2.08,975,186,15.75,2.96,6185,205,86,3.31,1.38,410,61,6.62,0.95,525,71,8.48,1.1,32355,,6050,1365,237,22.56,3.82,4260,247,68.82,4.19,4200,3820,242,90.95,3.75,1690,250,27.3,4.07
15740,"Cambridge, OH",39935,7700,134,19.281,0.33555,7200,3,93.51,1.63,500,133,6.49,1.62,4210,294,54.68,3.46,415,125,5.39,1.63,745,134,9.68,1.76,7700,130,73,1.69,0.95,25,21,0.32,0.27,205,78,2.66,1.01,27910,,7655,2060,304,26.91,3.93,4800,289,62.34,3.96,4750,4540,304,95.58,1.69,2575,261,33.44,3.35
15780,"Camden, AR",30970,6080,157,19.632,0.50694,3360,117,55.26,1.36,2715,111,44.65,1.34,3410,284,56.09,4.88,280,124,4.61,2.05,670,172,11.02,2.84,5990,270,132,4.51,2.17,125,79,2.06,1.29,185,73,3.04,1.17,27329,,5945,1455,205,24.47,3.49,3660,309,60.2,4.65,3695,3565,278,96.48,2.2,2005,265,32.98,4.29
